pid,label,label_en,label_es,genre,claimed_genre_en,claimed_genre_es,link,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,related_to,sub_collections,open_data,added_by,twitter,census_year,notes,order,layout,collection,thumbnail,full
col2079,"The Louis J. Boeri and Minín Bujones Boeri Collection of Cuban-American Radionovelas, 1963-1970",,"Colección Louis J. Boeri y Minín Bujones Boeri de Radionovelas cubano-americanas, 1963-1970",Thematic Curations,a collection,una colección,https://digitallibrary.tulane.edu/islandora/object/tulane%3Aradionovelas,open,Stable,"en,es",,Howard-Tilton Memorial Library,"From his office and studios on the fifth floor of &quot;The Freedom Tower&quot;  in Miami, Italian-American businessman Louis J. Boeri and his company, America's Productions, Inc. (API), formed a radio programming empire, selling their shows to government, to more than 200 radio stations throughout Latin America and Spain, and to Spanish-speaking radio stations in the United States during the second half of the 1960s. With scripts written by acclaimed exiled Cuban screenwriters and Mexican writers, America's Productions, Inc. produced two types of programs: the first with political content and the second, of a more general nature, distinguished as &quot;pure entertainment.&quot;  Designed for a Latin American and Latino audience residing in the US, the pure entertainment included radio soap operas/dramas, comedies, advice and self-help programs, biblical dramas, mysteries, spy stories, and variety shows.","From his office and studios on the fifth floor of &quot;The Freedom Tower&quot;  in Miami, Italian-American businessman Louis J. Boeri and his company, America's Productions, Inc. (API), formed a radio programming empire, selling their shows to government, to more than 200 radio stations throughout Latin America and Spain, and to Spanish-speaking radio stations in the United States during the second half of the 1960s. With scripts written by acclaimed exiled Cuban screenwriters and Mexican writers, America's Productions, Inc. produced two types of programs: the first with political content and the second, of a more general nature, distinguished as &quot;pure entertainment.&quot;  Designed for a Latin American and Latino audience residing in the US, the pure entertainment included radio soap operas/dramas, comedies, advice and self-help programs, biblical dramas, mysteries, spy stories, and variety shows.","Desde su oficina y estudios en el quinto piso de &quot;La torre de la libertad &quot; en Miami, el empresario italiano-estadounidense Louis J. Boeri y su compañía, America's Productions, Inc. (API), formaron un imperio de programación de radio, vendiendo sus espectáculos al gobierno, a más de 200 estaciones de radio en América Latina y España, y a estaciones de radio de habla hispana en los Estados Unidos durante la segunda mitad de la década de 1960. Con guiones escritos por aclamados guionistas cubanos exiliados y escritores mexicanos, America's Productions, Inc. producía dos tipos de programas: los primeros con contenido político y los segundos, de naturaleza más general, designados como &quot;Entretenimiento puro.& quot; Diseñado para una audiencia latinoamericana y latina residente en los EE.UU., El entretenimiento puro incluía telenovelas de radio/dramas, comedias, consejos y programas de autoayuda, dramas bíblicas, misterios, historias de espías y espectáculos de variedades.",,,,,,2020,,079,caridischo_item,curations,/img/derivatives/simple/col2079/thumbnail.jpg,/img/derivatives/simple/col2079/fullwidth.jpg
col2080,Slave Trade of the MCC,,Comercio de esclavos del MCC,Thematic Curations,a collection,una colección,https://www.zeeuwsarchief.nl/en/zeeland-stories/trans-atlantic-slave-trade/slave-trade-of-the-mcc/,open,Stable,"en,nl",,,"The trading of Africans who were forced into slavery was the ‘core business’ of the MCC (The Middelburgse Commercie Compagnie). From 1732 to 1807, 31.095 African slaves were bought by the MCC with the intention to sell them in the West Indies. The archive of the MCC is kept by the Zeeland Archives and is included on UNESCO’s World Heritage List.","The trading of Africans who were forced into slavery was the ‘core business’ of the MCC (The Middelburgse Commercie Compagnie). From 1732 to 1807, 31.095 African slaves were bought by the MCC with the intention to sell them in the West Indies. The archive of the MCC is kept by the Zeeland Archives and is included on UNESCO’s World Heritage List.","El comercio de africanos que se vieron obligados a la esclavitud fue el &quot;negocio principal&quot; del MCC (The Middelbughse Commercie Compagnie). De 1732 a 1807, 31.095 esclavos africanos fueron comprados por el MCC con la intención de venderlos en las Indias Occidentales. El archivo del MCC es guardado por los archivos de Zeeland y se incluye en la Lista del Patrimonio Mundial de la UNESCO.",,,,,,2020,,080,caridischo_item,curations,/img/derivatives/simple/col2080/thumbnail.jpg,/img/derivatives/simple/col2080/fullwidth.jpg
col2081,SPAT Memory Project,,Proyecto de memoria SPAT,Thematic Curations,a collection,una colección,http://spatmemoryproject.org,open,Active,en,Schuyler Esprit ,Create Caribbean ,"SPAT Memory Project is a repository for the publications and related documents of the Dominica-based non-profit organization, Small Projects Assistance Team (locally known as SPAT).","SPAT Memory Project is a repository for the publications and related documents of the Dominica-based non-profit organization, Small Projects Assistance Team (locally known as SPAT).","Este proyecto de memoria alberga un repositorio para las publicaciones y documentos relacionados al Equipo de Asistencia de Pequeños Proyectos (conocido localmente como SPAT), organización sin fines de lucro con sede en Dominica.",,,,Schuyler Esprit,@schuyleresprit,2020,,081,caridischo_item,curations,/img/derivatives/simple/col2081/thumbnail.jpg,/img/derivatives/simple/col2081/fullwidth.jpg
col2082,The Free Womb Project,,El proyecto matriz libre,Thematic Curations,an exhibit,una exposición,https://thefreewombproject.com/,open,Stable,"en,es",Dr. Yesenia Barragan ,Dartmouth College,"Welcome to The Free Womb Project—a bilingual (English and Spanish-language), digital collection of laws legislating the gradual abolition of slavery through “Free Womb” decrees in fifteen different governments across the Atlantic World during the late eighteenth and nineteenth centuries.","Welcome to The Free Womb Project—a bilingual (English and Spanish-language), digital collection of laws legislating the gradual abolition of slavery through “Free Womb” decrees in fifteen different governments across the Atlantic World during the late eighteenth and nineteenth centuries.","Bienvenido al &quot;Free Womb Project&quot; (Proyecto de matriz libre): una colección de leyes bilingües (inglés y español), legislando la abolición gradual de la esclavitud a través de decretos de &quot;matriz libre&quot; en quince gobiernos diferentes en todo el mundo del Atlántico durante los siglos XVIII y XIX.",,,,,,2020,,082,caridischo_item,curations,/img/derivatives/simple/col2082/thumbnail.jpg,/img/derivatives/simple/col2082/fullwidth.jpg
col2083,"Slavery: Supporters and Abolitionists, 1675-1865",,"Esclavitud: partidarios y abolicionistas, 1675-1865",Thematic Curations,a collection,una colección,https://microform.digital/boa/collections/69/slavery-supporters-and-abolitionists-1675-1865,vendor,Active,en,,British Online Archives,"This collection explores and offers varying perspectives on the explosive debate around the Transatlantic Slave Trade during the 17th, 18th, and 19th centuries. The documents, through a combination of correspondence, pamphlets, memoirs, and statistics, track both the proliferation of British power and the enslavement it was built upon, as well as the moral critiques that arose as a reaction to the horrific practice.","This collection explores and offers varying perspectives on the explosive debate around the Transatlantic Slave Trade during the 17th, 18th, and 19th centuries. The documents, through a combination of correspondence, pamphlets, memoirs, and statistics, track both the proliferation of British power and the enslavement it was built upon, as well as the moral critiques that arose as a reaction to the horrific practice.","Esta colección explora y ofrece perspectivas variables sobre el debate explosivo en torno al comercio transatlántico de esclavos durante los siglos XVIII y XIX. Los documentos, a través de una combinación de correspondencia, folletos, memorias y estadísticas, rastrean la proliferación de la potencia británica y la esclavitud en la que se construyó, así como las críticas morales que surgieron como una reacción a esta horrible práctica.",,,,Roopika Risam,@roopikarisam,2020,Who writes their taglines? ,083,caridischo_item,curations,/img/derivatives/simple/col2083/thumbnail.jpg,/img/derivatives/simple/col2083/fullwidth.jpg
col2084,Slavery Images,,Imagenes de la esclavitud,Thematic Curations,an image collection,una colección de imágenes,http://slaveryimages.org/s/slaveryimages/page/welcome,open,Active,en,Henry Lovejoy,"University of Colorado, Boulder","This website is envisioned as a tool and a resource that can be used by teachers, researchers, students, and the general public—in brief, anyone interested in the experiences of Africans who were enslaved and transported to the Americas and the lives of their descendants in the slave societies of the New World.","This website is envisioned as a tool and a resource that can be used by teachers, researchers, students, and the general public—in brief, anyone interested in the experiences of Africans who were enslaved and transported to the Americas and the lives of their descendants in the slave societies of the New World.","Este sitio web se prevé como una herramienta y un recurso que puede ser utilizado por maestros, investigadores, estudiantes y el público en general, en resumen, a cualquier persona interesada en las experiencias de los africanos que fueron esclavizados y transportados a las Américas y las vidas de sus descendientes en las sociedades esclavistas del Nuevo Mundo.",,,,Roopika Risam,@roopikarisam,2020,,084,caridischo_item,curations,/img/derivatives/simple/col2084/thumbnail.jpg,/img/derivatives/simple/col2084/fullwidth.jpg
col2085,The Puerto Rican Experience In The U.S. Military: A Century Of Unheralded Service,,La experiencia puertorriqueña en el ejército de los EE.UU.: Un siglo de servicio sin precedentes,Thematic Curations,a collection,una colección,https://centropr.hunter.cuny.edu/digital-humanities/pr-military/puerto-rican-experience-us-military-century-unheralded-service,private,Active,en,,CUNY,"Officially, Puerto Ricans started serving in the United States military in 1899 with the creation of the Battalion of Porto Rican Volunteers. Since then, hundreds of thousands of Puerto Ricans have been drafted or volunteered to serve in all the branches of the military. This project offers an overview of the Puerto Rican experience in the U.S. military.","Officially, Puerto Ricans started serving in the United States military in 1899 with the creation of the Battalion of Porto Rican Volunteers. Since then, hundreds of thousands of Puerto Ricans have been drafted or volunteered to serve in all the branches of the military. This project offers an overview of the Puerto Rican experience in the U.S. military.","Oficialmente, los puertorriqueños comenzaron a servir en el ejército de los Estados Unidos en 1899 con la creación del Batallón de Voluntarios de Puerto Rico. Desde entonces, cientos de miles de puertorriqueños han sido reclutados o se han ofrecido como voluntarios para servir en todas las ramas del ejército. Este proyecto ofrece una descripción general de la experiencia puertorriqueña en el ejército de los EE. UU.",,,,,,2020,,085,caridischo_item,curations,/img/derivatives/simple/col2085/thumbnail.jpg,/img/derivatives/simple/col2085/fullwidth.jpg
col2086,TonyOldies,,Cosas viejas de Tony,Thematic Curations,a digital archive,un archivo digital,http://tonyoldies.homestead.com/,open,Active,en,Tony Hadley,,Photographic cyber museum of vernacular and colonial images,Photographic cyber museum of vernacular and colonial images,Museo cibernético fotográfico de imágenes vernáculas y coloniales.,,,,Emilie Boone,,2020,,086,caridischo_item,curations,/img/derivatives/simple/col2086/thumbnail.jpg,/img/derivatives/simple/col2086/fullwidth.jpg
col2087,"The Other Revolution: Haiti, 1789-1804",,"La otra revolución: Haití, 1789-1804",Thematic Curations,an exhibit,una exposición,https://www.brown.edu/Facilities/John_Carter_Brown_Library/exhibitions/haitian/index.html,open,Stable,en,"Malick W. Ghachem, Susan Danforth, Leslie Tobias-Olsen","The John Carter Brown Library, Brown University","In many instances, the Black revolutionary spirit can only be dimly perceived through the eye-witness accounts and recollections of literate white colonists and free people of color, but it is there all the same. These exhibition items have been chosen, and the captions written, so as to provide a running narrative of the Haitian Revolution.","In many instances, the Black revolutionary spirit can only be dimly perceived through the eye-witness accounts and recollections of literate white colonists and free people of color, but it is there all the same. These exhibition items have been chosen, and the captions written, so as to provide a running narrative of the Haitian Revolution.","En muchos casos, el espíritu revolucionario negro puede ser tan solo percibido en las cuentas de los testigos oculares y los recuerdos de colonos blancos alfabetizados y la gente libre de color, pero allí reside de todos modos. En la siguiente, se han elegido artículos, y se han escritos descripciones para esta exposición con el fin de proporcionar una narrativa en ejecución de la revolución haitiana.",,,,Kaneesha Parsard,@kaneeshaparsard,2020,,087,caridischo_item,curations,/img/derivatives/simple/col2087/thumbnail.jpg,/img/derivatives/simple/col2087/fullwidth.jpg
col2088,thepostarchive,,el pos-archivo,Thematic Curations,an archive,un archivo,https://youtube.com/c/thepostarchive,open,Active,"en,es,fr",,,"Curating and releasing rare recordings into the world. Vintage radio, poets and writers reading their works, interviews, jazz, and more. This channel receives no monetary compensation from, nor is it affiliated with any institutions or nonprofits. Any ads are due to copyright claims on the videos. The Youtube channel tends to have many Carribbean writers and artists featured on it.","Curating and releasing rare recordings into the world. Vintage radio, poets and writers reading their works, interviews, jazz, and more. This channel receives no monetary compensation from, nor is it affiliated with any institutions or nonprofits. Any ads are due to copyright claims on the videos. The Youtube channel tends to have many Carribbean writers and artists featured on it.","Curando y lanzando grabaciones raras al mundo: Radio de antaño, poetas y escritores leyendo sus obras, entrevistas, jazz y más. Este canal de Youtube tiende a tener muchos escritores y artistas caribeños invitados.",,,,,,2020,,088,caridischo_item,curations,/img/derivatives/simple/col2088/thumbnail.jpg,/img/derivatives/simple/col2088/fullwidth.jpg
col2089,The Puerto Rico Citizenship Archives Project,,El Proyecto de Archivos de Ciudadanía de Puerto Rico,Thematic Curations,a digital archive,un archivo digital,https://scholarscollaborative.org/PuertoRico/,open,Stable,en,Charles R. Venator-Santiago ,University of Connecticut,The Puerto Rico Citizenship Archives Project (PRCAP) is part of a public repository designed to document the legal history of the extension of citizenship to the U.S. territories. The PRCAP provides a comprehensive overview of 120+ year story of debates over the extension of citizenship to Puerto Rico. It also provides public access to the key historical documents shaping this history. The main goal is to create a reliable public archive of primary documents that can foster new research projects on Puerto Rico and its relationship to the United States as well as on broader visions of U.S. citizenship.,The Puerto Rico Citizenship Archives Project (PRCAP) is part of a public repository designed to document the legal history of the extension of citizenship to the U.S. territories. The PRCAP provides a comprehensive overview of 120+ year story of debates over the extension of citizenship to Puerto Rico. It also provides public access to the key historical documents shaping this history. The main goal is to create a reliable public archive of primary documents that can foster new research projects on Puerto Rico and its relationship to the United States as well as on broader visions of U.S. citizenship.,"El Proyecto de Archivos de Ciudadanía de Puerto Rico (PRCAP) es parte de un repositorio público diseñado para documentar el historial legal de la extensión de la ciudadanía a los territorios de los Estados Unidos. El PRCAP proporciona una descripción general completa de 120 años de historia de debates sobre la extensión de la ciudadanía a Puerto Rico. También proporciona acceso público a los documentos históricos clave que conforman esta historia. El objetivo principal es crear un archivo público confiable de documentos primarios que puedan fomentar nuevos proyectos de investigación sobre Puerto Rico y su relación con los Estados Unidos, así como en las visiones más amplias de la ciudadanía de los Estados Unidos.",,,,,,2020,,089,caridischo_item,curations,/img/derivatives/simple/col2089/thumbnail.jpg,/img/derivatives/simple/col2089/fullwidth.jpg
col2090,Manioc,,,Digital Libraries,a digital library,una biblioteca digital,http://www.manioc.org/,open,Active,fr,,"Université des Antilles, L'Université de Guyane","Manioc est une bibliothèque numérique spécialisée sur la Caraïbe, l'Amazonie, le Plateau des Guyanes et les régions ou centres d'intérêt liés à ces territoires. Vous y trouverez des documents textuels, sonores, iconographiques et des références concernant l'histoire culturelle, sociale, économique ou politique de ces pays.","Manioc is a digital library specializing in the Caribbean, the Amazon, the Guyana Plateau and the regions or centers of interest linked to these territories. You will find there textual, sound, iconographic documents and references concerning the cultural, social, economic or political history of these countries.","Manioc es una biblioteca digital especializada en el Caribe, la Amazonía, la meseta de Guyana y las regiones o centros de interés vinculados a estos territorios. Allí encontrará documentos y referencias textuales, sonoras, iconográficas sobre la historia cultural, social, económica o política de estos países.",,,,,,2020,,090,caridischo_item,curations,/img/derivatives/simple/col2090/thumbnail.jpg,/img/derivatives/simple/col2090/fullwidth.jpg
col2100,Archivo General de la Nación: Colecciones Digitales,General Archive of the Nation: Digital Colections,,Digital Libraries,a digitall collection,una colección digital,http://colecciones.agn.gob.do/opac/index.php?codopac=OPPUB,open,Stable,es,,Archivo Nacional de la Nación,"El AGN es la principal institución archivística del país, donde se custodian documentos que datan de la fundación de la República y otros heredados de la época colonial, que forman una parte significativa del patrimonio documental dominicano. Este portal ofrece un servicio de consulta de documentos mediante software de gestión archivística que facilita el acceso a las informaciones contenidas en los fondos y colecciones documentales digitalizados en el AGN.","The General Archive of the Nation is the main archival institution in the Dominican Republic, where documents dating from the founding of the Republic and others inherited from the colonial era are kept, which form a significant part of the Dominican documentary heritage. This portal offers a document consultation service that facilitates access to the information contained in the archives and to the documentary digitized collections of the AGN.","El AGN es la principal institución archivística del país, donde se custodian documentos que datan de la fundación de la República y otros heredados de la época colonial, que forman una parte significativa del patrimonio documental dominicano. Este portal ofrece un servicio de consulta de documentos mediante software de gestión archivística que facilita el acceso a las informaciones contenidas en los fondos y colecciones documentales digitalizados en el AGN.",,,,Alex Gil,@elotroalex,2021,,091,caridischo_item,curations,/img/derivatives/simple/col2100/thumbnail.jpg,/img/derivatives/simple/col2100/fullwidth.jpg
col2101,The Things We Carried,,Las cosas que llevamos,Thematic Curations,digital archive and multimedia exhibit,un archivo digital y una exposición multimedia,https://www.saada.org/thethingswecarried,open,Active,en,Gaiutra Bahadur,The South Asian American Digital Archive (SAADA),"A collection of oral histories, photographs, documents, ephemera, poetry, and essays documenting the migration of Guyanese rooted in indenture to the United States and tracing black-brown relationships and solidarities, dating to the era of American nativist exclusion. Created with the South Asian American Digital Archive (SAADA), through an Andrew W. Mellon Foundation-funded fellowship for creating community-based archives.","A collection of oral histories, photographs, documents, ephemera, poetry, and essays documenting the migration of Guyanese rooted in indenture to the United States and tracing black-brown relationships and solidarities, dating to the era of American nativist exclusion. Created with the South Asian American Digital Archive (SAADA), through an Andrew W. Mellon Foundation-funded fellowship for creating community-based archives.","Una colección de historias orales, fotografías, documentos, efímeros, poesía y ensayos que documentan la migración de Guyaneses arraigados en el contrato de trabajo sin paga a los Estados Unidos, y rastrear relaciones y solidaridades de Negros y sud-asiaticos, que datan de la era de la exclusión nativista estadounidense. Creado con el Archivo Digital Americano Asiático del Sur (SAADA), a través de una beca financiada por la Fundación Andrew W. Mellon para crear archivos basados ​​en las contribuciones comunitarias.",,,,Gaiutra Bahadur,@gbahadur,2021,,092,caridischo_item,curations,/img/derivatives/simple/col2101/thumbnail.jpg,/img/derivatives/simple/col2101/fullwidth.jpg
col2102,Rendering Revolution,,Representando la revolución,Thematic Curations,sartorial approaches,enfoques sartoriales,https://renderingrevolution.ht/,open,Active,"en,ht","Siobhan Meï, Jonathan Square, et al",,Rendering Revolution: Sartorial Approaches to Haitian History is a digital humanities project and educational tool that documents the significant role that fashion and clothing played in constructing visions of freedom during and after the Haitian Revolution.,Rendering Revolution: Sartorial Approaches to Haitian History is a digital humanities project and educational tool that documents the significant role that fashion and clothing played in constructing visions of freedom during and after the Haitian Revolution.,&quot;Rendering Revolution: Sartorial Approaches to Haitian History&quot; (Revolución de la representación: enfoques sartoriales para la historia haitiana) es un proyecto de humanidades digitales y una herramienta educativa que documenta el importante papel que desempeñan la moda y la ropa en la construcción de visiones de libertad durante y después de la revolución haitiana.,,,,Alex Gil,@elotroalex,2021,,093,caridischo_item,curations,/img/derivatives/simple/col2102/thumbnail.jpg,/img/derivatives/simple/col2102/fullwidth.jpg
col2103,Haiti Digital Library,,Biblioteca digital de Haití,Thematic Curations,a digital library,una biblioteca digital,https://sites.duke.edu/haitilab/,open,In Development,"en,ht,fr",Haiti Laboratory at Duke University,Haiti Laboratory at Duke University,"This site, produced by Duke’s Haiti Lab, is meant to serve as a guide and portal to online resources about Haiti, specifically historical materials relating to the country and writings by Haitian authors. It is geared towards providing maximum access to these resources to Haitian readers. ","This site, produced by Duke’s Haiti Lab, is meant to serve as a guide and portal to online resources about Haiti, specifically historical materials relating to the country and writings by Haitian authors. It is geared towards providing maximum access to these resources to Haitian readers. ","Este sitio, producido por el laboratorio de Haití de la universidad de Duke, está destinado a servir como guía y portal a recursos en línea sobre Haití, específicamente materiales históricos relacionados con el país y escritos por los autores haitianos. Está orientado a proporcionar el máximo acceso a estos recursos a los lectores haitianos. ",,,,Alex Gil,@elotroalex,2021,,094,caridischo_item,curations,/img/derivatives/simple/col2103/thumbnail.jpg,/img/derivatives/simple/col2103/fullwidth.jpg
col2104,Fanm Rebèl,Rebel Women,Fanm rebèl,Thematic Curations,"a co-curated open access digital archive, gallery, resource centre and hub of expertise and further learning","archivo digital, galería, centro de recursos y centro de especialización y aprendizaje continuo de acceso abierto y co-curado",https://www.fanmrebel.com/,open,In Development,en,[A network],,"‘Fanm Rebèl’, a Haitian Kreyòl term meaning ‘rebel women’, is a 3-year research project sponsored by the Leverhulme Trust and the Institute for Black Atlantic Research at the University of Central Lancashire. Led by Dr Nicole Willson, the project seeks to excavate stories of women in the Haitian Revolution. Spanning a 100-year trajectory, from 1750-1850, it broadens the conventional scope of the Haitian revolutionary calendar to encompass the radical acts of female insurgency and marronage that predate the Ogé Rebellion of 1790 and the insurgency of 1791, and extends beyond the birth of the Haitian Republic in 1804 to encompass the life cycle of Marie-Louise Christophe, first Queen of Haiti. It explores narratives of resistance articulated through spiritual practice, domestic labour, creativity, survival, subterfuge and armed combat. ","‘Fanm Rebèl’, a Haitian Kreyòl term meaning ‘rebel women’, is a 3-year research project sponsored by the Leverhulme Trust and the Institute for Black Atlantic Research at the University of Central Lancashire. Led by Dr Nicole Willson, the project seeks to excavate stories of women in the Haitian Revolution. Spanning a 100-year trajectory, from 1750-1850, it broadens the conventional scope of the Haitian revolutionary calendar to encompass the radical acts of female insurgency and marronage that predate the Ogé Rebellion of 1790 and the insurgency of 1791, and extends beyond the birth of the Haitian Republic in 1804 to encompass the life cycle of Marie-Louise Christophe, first Queen of Haiti. It explores narratives of resistance articulated through spiritual practice, domestic labour, creativity, survival, subterfuge and armed combat. ","Fanm Rebèl', un término haitiano Kreyòl que significa 'Mujer rebelde', es un proyecto de investigación de 3 años patrocinado por el fondo de Leverhulme y el Instituto de Investigación Atlántico Negra en la Universidad de Central Lancashire (Inglaterra). Dirigido por la Dra. Nicole Willson, el proyecto busca excavar historias de mujeres en la Revolución Haitiana. Abarcando una trayectoria de 100 años, desde 1750-1850, amplía el alcance convencional del calendario revolucionario haitiano para abarcar los actos radicales de insurgencia y marronaje femenino que anteceden a la rebelión de Ogé de 1790 y la insurgencia de 1791, y se extiende más allá del nacimiento de la República Haitiana en 1804 para abarcar el ciclo de vida de Marie-Louise Christophe, la primera reina de Haití. Explora las narrativas de resistencia articuladas a través de la práctica espiritual, el trabajo doméstico, la creatividad, la supervivencia, el subterfugio y el combate armado.",,,,Alex Gil,@elotroalex,2021,,095,caridischo_item,curations,/img/derivatives/simple/col2104/thumbnail.jpg,/img/derivatives/simple/col2104/fullwidth.jpg
col2105,I Am Taíno,,Soy taíno,Thematic Curations,a portrait series,serie de retratos,https://www.harukasakaguchi.com/original-new-yorkers,open,Stable,en,Haruka Sakaguchi,,"&quotI Am Taíno&quot is a portrait series addressing paper genocide and the manipulation of Taíno identity. The Taíno are the indigenous peoples of the Spanish-speaking Caribbean who were believed to be extinct up until recently, partly because the racial category for being indigenous (&quotindio&quot) was removed from census reports in the early 1800s, and they were forced to identify as either white, black or mixed on forthcoming census reports. The Taíno refer to this process as &quotpaper genocide.&quot","&quotI Am Taíno&quot is a portrait series addressing paper genocide and the manipulation of Taíno identity. The Taíno are the indigenous peoples of the Spanish-speaking Caribbean who were believed to be extinct up until recently, partly because the racial category for being indigenous (&quotindio&quot) was removed from census reports in the early 1800s, and they were forced to identify as either white, black or mixed on forthcoming census reports. The Taíno refer to this process as &quotpaper genocide.&quot","&quot;Soy taíno&quot; es una serie de retratos que aborda el genocidio documental, y la manipulación de la identidad Taína. El Taíno son los pueblos indígenas del Caribe de habla hispana que se creían extintos hasta hace poco, en parte porque la categoría racial de indígena (&quot;Indio&quot;) se eliminó de los informes del censo a principios del siglo XIX, y se vieron obligados a identificarse como blancos, negros o mezclas en los próximos informes del censo. Soy Taíno se refiere a este proceso como &quot;genocidio documental&quot;.",,,,Alex Gil,@elotroalex,2021,,096,caridischo_item,curations,/img/derivatives/simple/col2105/thumbnail.jpg,/img/derivatives/simple/col2105/fullwidth.jpg
col2106,A History of Dominican Music in the United States,,Una historia de la música dominicana en los Estados Unidos.,Thematic Curations,a resource for exploring historical map images,un recurso para explorar imágenes de mapas históricas,http://dominicanmusicusa.com/,open,,,,,"A History of Dominican Music in the U.S. is the first open-source digital tool narrating the history of Dominican music as it developed during the past century in the United States. By presenting multi-media resources, grounded in historical contexts and speaking to larger issues of immigration, identity, and diversity, this online platform provides a new approach to understanding Dominican music.","A History of Dominican Music in the U.S. is the first open-source digital tool narrating the history of Dominican music as it developed during the past century in the United States. By presenting multi-media resources, grounded in historical contexts and speaking to larger issues of immigration, identity, and diversity, this online platform provides a new approach to understanding Dominican music.","Una historia de la música dominicana en los EE. UU. Es la primera herramienta digital de acceso abierto que narra la historia de la música dominicana a medida que se desarrolló durante el siglo pasado en los Estados Unidos. Al presentar recursos multimedia, basados en contextos históricos y hablar sobre temas más amplios de inmigración, identidad y diversidad, esta plataforma en línea brinda un nuevo enfoque para comprender la música dominicana.",,,,,,2021,,097,caridischo_item,curations,/img/derivatives/simple/col2106/thumbnail.jpg,/img/derivatives/simple/col2106/fullwidth.jpg
col2107,Ro(u)ted by Our Stories,,Enrutado por nuestras historias,Thematic Curations,an intergenerational oral history archive,un archivo de historia oral intergeneracional,https://www.indocaribbeanstories.org/,open,Active,en,[The Team],[The Team],"&quot;Ro(u)ted By Our Stories&quot; is an intergenerational oral history archive dedicated to capturing, preserving and sharing the stories of the Indo-Caribbean diaspora's silenced voices. This archive works to center the stories of womxn and gender expansive folx at various intersections of identity including but not limited to those who identify as LGBTQIA+, mixed-race, Muslim, and/or working class. It is a living, growing archive of stories from communities who have inherited the legacies of indenture, rooted in histories and traditions of oral storytelling. In the tradition of Indo-Caribbean feminist thinkers and inspired by the work of diasporic writers like Paul Gilroy, we are inspired to document our heritage (“roots”) but also our migration stories (“routes”)","&quot;Ro(u)ted By Our Stories&quot; is an intergenerational oral history archive dedicated to capturing, preserving and sharing the stories of the Indo-Caribbean diaspora's silenced voices. This archive works to center the stories of womxn and gender expansive folx at various intersections of identity including but not limited to those who identify as LGBTQIA+, mixed-race, Muslim, and/or working class. It is a living, growing archive of stories from communities who have inherited the legacies of indenture, rooted in histories and traditions of oral storytelling. In the tradition of Indo-Caribbean feminist thinkers and inspired by the work of diasporic writers like Paul Gilroy, we are inspired to document our heritage (“roots”) but also our migration stories (“routes”)","&quot;Ro(u)ted By Our Stories&quot; (Enrutados por nuestras historias) es un archivo de historia oral intergeneracional dedicado a capturar, preservar y compartir las historias de las voces silenciadas de la diáspora del Indo-Caribe. Este archivo centraliza las historias de varias intersecciones de identidad, incluidas, entre otras, las personas que se identifican como LGBTQIA+, de raza mixta, los musulmanes y/o la clase obrera. Es un archivo vivo y creciente de historias de las comunidades que han heredado los legados del trabajo por contrato sin paga, arraigados en historias y tradiciones de narración oral. Siiguiendo la tradición de pensadores feministas indo-caribeñas e inspirados en el trabajo de los escritores diáspóricos como Paul Gilroy, documentamos nuestro patrimonio (&quot;raíces&quot;), pero también nuestras historias de migración (&quot;rutas&quot;)",,,,Alex Gil,@elotroalex,2021,https://www.instagram.com/routedbyourstories/,098,caridischo_item,curations,/img/derivatives/simple/col2107/thumbnail.jpg,/img/derivatives/simple/col2107/fullwidth.jpg
col2108,The Oviedo Project at Vassar,,El proyecto Oviedo en Vassar,Scholarly Editions,a collaborative digital translation and scholarly project,una traducción digital colaborativa y un proyecto académico,https://pages.vassar.edu/oviedo/gonzalo-fernandez-de-oviedo/,open,Active,en,Vassar students,Vassar College,"The Oviedo Project is a collaborative digital translation and scholarly project that aims at producing a complete English translation of the complete text of Gonzalo Fernández de Oviedo’s Historia General de las Indias, the first ever. Produced by Vassar students, it will result in a full translation into English of the complete text, as well as critical and interpretative material. The translation and annotation work will bring together the editors and Vassar students in collaborative scholarly work.","The Oviedo Project is a collaborative digital translation and scholarly project that aims at producing a complete English translation of the complete text of Gonzalo Fernández de Oviedo’s Historia General de las Indias, the first ever. Produced by Vassar students, it will result in a full translation into English of the complete text, as well as critical and interpretative material. The translation and annotation work will bring together the editors and Vassar students in collaborative scholarly work.","El Proyecto Oviedo es un proyecto académico y de traducción digital colaborativa que tiene como objetivo producir una traducción completa al inglés del texto completo de la <em>Historia General de las Indias</em> de Gonzalo Fernández de Oviedo, por primera vez en la historia. Producido por estudiantes de Vassar, resultará en una traducción completa al inglés del texto integral, así como material crítico e interpretativo. El trabajo de traducción y anotación reunirá a los editores y estudiantes de Vassar en un trabajo académico colaborativo.",,,,,,2021,,099,caridischo_item,curations,/img/derivatives/simple/col2108/thumbnail.jpg,/img/derivatives/simple/col2108/fullwidth.jpg
